id,timestamp,level,event_type,method,url,status_code,duration_ms,user_id,payload,response,error_details,metadata
eef4b955-686b-48b1-95e9-3ae5ed007b33,2026-03-25 13:05:36.459404+00,INFO,DB_OPERATION,UPDATE,profiles,null,null,125e880d-7764-4fce-a9ec-db978245a37c,"{""id"":""125e880d-7764-4fce-a9ec-db978245a37c"",""age"":null,""role"":""user"",""gender"":""male"",""height_cm"":null,""weight_kg"":null,""avatar_url"":null,""created_at"":""2026-03-25T08:05:33.792931+00:00"",""updated_at"":""2026-03-25T13:05:36.459404+00:00"",""display_name"":""Анна"",""telegram_chat_id"":null,""daily_calorie_goal"":null,""last_notified_date"":null,""weekly_workout_target"":null}",null,null,"{""schema"":""public"",""old_data"":{""id"":""125e880d-7764-4fce-a9ec-db978245a37c"",""age"":null,""role"":""user"",""gender"":null,""height_cm"":null,""weight_kg"":null,""avatar_url"":null,""created_at"":""2026-03-25T08:05:33.792931+00:00"",""updated_at"":""2026-03-25T08:05:33.792931+00:00"",""display_name"":""Анна"",""telegram_chat_id"":null,""daily_calorie_goal"":null,""last_notified_date"":null,""weekly_workout_target"":null},""client_id"":null}"
438e1983-d32f-4473-a990-645785846ff6,2026-03-25 13:05:36.459404+00,INFO,DB_OPERATION,UPDATE,profiles,null,null,76b6d4a2-5ea5-4fcf-a144-3e7f270d8ed3,"{""id"":""76b6d4a2-5ea5-4fcf-a144-3e7f270d8ed3"",""age"":null,""role"":""user"",""gender"":""male"",""height_cm"":null,""weight_kg"":null,""avatar_url"":null,""created_at"":""2026-03-25T10:18:57.999152+00:00"",""updated_at"":""2026-03-25T13:05:36.459404+00:00"",""display_name"":""Алёна"",""telegram_chat_id"":null,""daily_calorie_goal"":null,""last_notified_date"":null,""weekly_workout_target"":null}",null,null,"{""schema"":""public"",""old_data"":{""id"":""76b6d4a2-5ea5-4fcf-a144-3e7f270d8ed3"",""age"":null,""role"":""user"",""gender"":null,""height_cm"":null,""weight_kg"":null,""avatar_url"":null,""created_at"":""2026-03-25T10:18:57.999152+00:00"",""updated_at"":""2026-03-25T10:18:57.999152+00:00"",""display_name"":""Алёна"",""telegram_chat_id"":null,""daily_calorie_goal"":null,""last_notified_date"":null,""weekly_workout_target"":null},""client_id"":null}"
